Starting training for 100 epochs...
Epoch 1 [0/2007] loss=0.2360, rec=0.2360, kl=2.1029
Epoch 3 [1240/2007] loss=0.0526, rec=0.0526, kl=1.2318
Epoch 3 [1260/2007] loss=0.0507, rec=0.0507, kl=1.1108
Epoch 3 [1280/2007] loss=0.0545, rec=0.0545, kl=1.2950
Epoch 3 [1300/2007] loss=0.0490, rec=0.0490, kl=1.3193
Epoch 3 [1320/2007] loss=0.0488, rec=0.0488, kl=1.3265
Epoch 3 [1340/2007] loss=0.0447, rec=0.0447, kl=1.3249
Epoch 3 [1360/2007] loss=0.0454, rec=0.0454, kl=1.2842
Epoch 3 [1380/2007] loss=0.0567, rec=0.0567, kl=1.3106
Epoch 3 [1400/2007] loss=0.0501, rec=0.0501, kl=1.3915
Epoch 3 [1420/2007] loss=0.0489, rec=0.0489, kl=1.1912
Epoch 3 [1440/2007] loss=0.0523, rec=0.0523, kl=1.3812
Epoch 3 [1460/2007] loss=0.0553, rec=0.0553, kl=1.2921
Epoch 3 [1480/2007] loss=0.0417, rec=0.0417, kl=1.2753
Epoch 3 [1500/2007] loss=0.0405, rec=0.0405, kl=1.1901
Epoch 3 [1520/2007] loss=0.0419, rec=0.0419, kl=1.3634
Epoch 3 [1540/2007] loss=0.0586, rec=0.0586, kl=1.2254
Epoch 3 [1560/2007] loss=0.0467, rec=0.0467, kl=1.3341
Epoch 3 [1580/2007] loss=0.0512, rec=0.0512, kl=1.2367
Epoch 3 [1600/2007] loss=0.0512, rec=0.0512, kl=1.4303
Epoch 3 [1620/2007] loss=0.0516, rec=0.0516, kl=1.3342
Epoch 3 [1640/2007] loss=0.0414, rec=0.0414, kl=1.1998
Epoch 3 [1660/2007] loss=0.0416, rec=0.0416, kl=1.3678
Epoch 3 [1680/2007] loss=0.0400, rec=0.0400, kl=1.1808
Epoch 3 [1700/2007] loss=0.0522, rec=0.0522, kl=1.2654
Epoch 3 [1720/2007] loss=0.0445, rec=0.0445, kl=1.2071
Epoch 3 [1740/2007] loss=0.0530, rec=0.0530, kl=1.2220
Epoch 3 [1760/2007] loss=0.0372, rec=0.0372, kl=1.2406
Epoch 3 [1780/2007] loss=0.0435, rec=0.0435, kl=1.2994
Epoch 3 [1800/2007] loss=0.0466, rec=0.0466, kl=1.4085
Epoch 3 [1820/2007] loss=0.0578, rec=0.0578, kl=1.2943
Epoch 3 [1840/2007] loss=0.0457, rec=0.0457, kl=1.3017
Epoch 3 [1860/2007] loss=0.0404, rec=0.0404, kl=1.4670
Epoch 3 [1880/2007] loss=0.0527, rec=0.0527, kl=1.3233
Epoch 3 [1900/2007] loss=0.0389, rec=0.0389, kl=1.3859
Epoch 3 [1920/2007] loss=0.0591, rec=0.0591, kl=1.2946
Epoch 3 [1940/2007] loss=0.0407, rec=0.0407, kl=1.3097
Epoch 3 [1960/2007] loss=0.0534, rec=0.0534, kl=1.3178
Epoch 3 [1980/2007] loss=0.0530, rec=0.0530, kl=1.2595
Epoch 3 [2000/2007] loss=0.0459, rec=0.0459, kl=1.2750
Epoch 3: train_loss=0.0517, recon=0.0517, kl=1.248686
New best model saved: ./diffusion_consistency_radar/train_results/vae/vae_best.pt
Epoch 4 [0/2007] loss=0.0590, rec=0.0590, kl=1.2544
Epoch 4 [20/2007] loss=0.0464, rec=0.0464, kl=1.3371
Epoch 4 [40/2007] loss=0.0468, rec=0.0468, kl=1.4202
Epoch 4 [60/2007] loss=0.0369, rec=0.0369, kl=1.1864
Epoch 4 [80/2007] loss=0.0470, rec=0.0470, kl=1.3219
Epoch 4 [100/2007] loss=0.0431, rec=0.0431, kl=1.3338
Epoch 4 [120/2007] loss=0.0562, rec=0.0562, kl=1.1839
Epoch 4 [140/2007] loss=0.0441, rec=0.0441, kl=1.2316
Epoch 4 [160/2007] loss=0.0384, rec=0.0384, kl=1.4474
Epoch 4 [180/2007] loss=0.0592, rec=0.0592, kl=1.2185
Epoch 4 [200/2007] loss=0.0561, rec=0.0561, kl=1.2474
Epoch 4 [220/2007] loss=0.0475, rec=0.0475, kl=1.1828
Epoch 4 [240/2007] loss=0.0383, rec=0.0383, kl=1.3539
Epoch 4 [260/2007] loss=0.0571, rec=0.0571, kl=1.3140
Epoch 4 [280/2007] loss=0.0538, rec=0.0538, kl=1.3392
Epoch 4 [300/2007] loss=0.0591, rec=0.0591, kl=1.3128
Epoch 4 [320/2007] loss=0.0457, rec=0.0457, kl=1.4363
Epoch 4 [340/2007] loss=0.0425, rec=0.0425, kl=1.4177
Epoch 4 [360/2007] loss=0.0549, rec=0.0549, kl=1.3451
Epoch 4 [380/2007] loss=0.0499, rec=0.0499, kl=1.3328
Epoch 4 [400/2007] loss=0.0362, rec=0.0362, kl=1.2542
Epoch 4 [420/2007] loss=0.0514, rec=0.0514, kl=1.2708
Epoch 4 [440/2007] loss=0.0398, rec=0.0398, kl=1.3607
Epoch 4 [460/2007] loss=0.0401, rec=0.0401, kl=1.5182
Epoch 4 [480/2007] loss=0.0509, rec=0.0509, kl=1.4045
Epoch 4 [500/2007] loss=0.0552, rec=0.0552, kl=1.2406
Epoch 4 [520/2007] loss=0.0540, rec=0.0540, kl=1.2211
Epoch 4 [540/2007] loss=0.0405, rec=0.0405, kl=1.3168
Epoch 4 [560/2007] loss=0.0518, rec=0.0518, kl=1.3152
Epoch 4 [580/2007] loss=0.0548, rec=0.0548, kl=1.3997
Epoch 4 [600/2007] loss=0.0575, rec=0.0575, kl=1.3040
Epoch 4 [620/2007] loss=0.0449, rec=0.0449, kl=1.4200
Epoch 4 [640/2007] loss=0.0475, rec=0.0475, kl=1.4292
Epoch 4 [660/2007] loss=0.0542, rec=0.0542, kl=1.3999
Epoch 4 [680/2007] loss=0.0399, rec=0.0399, kl=1.3825
Epoch 4 [700/2007] loss=0.0410, rec=0.0410, kl=1.3534
Epoch 4 [720/2007] loss=0.0592, rec=0.0592, kl=1.2451
Epoch 4 [740/2007] loss=0.0413, rec=0.0413, kl=1.3802
Epoch 4 [760/2007] loss=0.0399, rec=0.0399, kl=1.2932
Epoch 4 [780/2007] loss=0.0469, rec=0.0469, kl=1.4156
Epoch 4 [800/2007] loss=0.0527, rec=0.0527, kl=1.4182
Epoch 4 [820/2007] loss=0.0416, rec=0.0416, kl=1.3407
Epoch 4 [840/2007] loss=0.0442, rec=0.0442, kl=1.3120
Epoch 4 [860/2007] loss=0.0321, rec=0.0321, kl=1.2585
Epoch 4 [880/2007] loss=0.0599, rec=0.0599, kl=1.3557
Epoch 4 [900/2007] loss=0.0598, rec=0.0598, kl=1.2632
Epoch 4 [920/2007] loss=0.0493, rec=0.0492, kl=1.3369
Epoch 4 [940/2007] loss=0.0517, rec=0.0517, kl=1.3946
Epoch 4 [960/2007] loss=0.0509, rec=0.0509, kl=1.5477
Epoch 4 [980/2007] loss=0.0557, rec=0.0557, kl=1.3236
Epoch 4 [1000/2007] loss=0.0414, rec=0.0414, kl=1.3510
Epoch 4 [1020/2007] loss=0.0440, rec=0.0440, kl=1.3136
Epoch 4 [1040/2007] loss=0.0503, rec=0.0503, kl=1.3348
Epoch 4 [1060/2007] loss=0.0331, rec=0.0331, kl=1.3935
Epoch 4 [1080/2007] loss=0.0600, rec=0.0600, kl=1.2759
Epoch 4 [1100/2007] loss=0.0521, rec=0.0521, kl=1.3211
Epoch 4 [1120/2007] loss=0.0484, rec=0.0484, kl=1.2990
Epoch 4 [1140/2007] loss=0.0553, rec=0.0553, kl=1.3574
Epoch 4 [1160/2007] loss=0.0388, rec=0.0388, kl=1.5353
Epoch 4 [1180/2007] loss=0.0501, rec=0.0501, kl=1.3250
Epoch 4 [1200/2007] loss=0.0570, rec=0.0570, kl=1.4652
Epoch 4 [1220/2007] loss=0.0411, rec=0.0411, kl=1.5785
Epoch 4 [1240/2007] loss=0.0436, rec=0.0436, kl=1.5180
Epoch 4 [1260/2007] loss=0.0439, rec=0.0439, kl=1.3310
Epoch 4 [1280/2007] loss=0.0470, rec=0.0469, kl=1.3578
Epoch 4 [1300/2007] loss=0.0522, rec=0.0522, kl=1.3710
Epoch 4 [1320/2007] loss=0.0437, rec=0.0437, kl=1.2863
Epoch 4 [1340/2007] loss=0.0533, rec=0.0533, kl=1.2337
Epoch 4 [1360/2007] loss=0.0438, rec=0.0438, kl=1.3662
Epoch 4 [1380/2007] loss=0.0465, rec=0.0465, kl=1.4175
Epoch 4 [1400/2007] loss=0.0446, rec=0.0446, kl=1.5330
Epoch 4 [1420/2007] loss=0.0404, rec=0.0404, kl=1.5282
Epoch 4 [1440/2007] loss=0.0379, rec=0.0379, kl=1.4601
Epoch 4 [1460/2007] loss=0.0375, rec=0.0375, kl=1.3292
Epoch 4 [1480/2007] loss=0.0458, rec=0.0458, kl=1.3679
Epoch 4 [1500/2007] loss=0.0448, rec=0.0448, kl=1.4211
Epoch 4 [1520/2007] loss=0.0469, rec=0.0469, kl=1.2975
Epoch 4 [1540/2007] loss=0.0461, rec=0.0461, kl=1.3807
Epoch 4 [1560/2007] loss=0.0454, rec=0.0454, kl=1.4534
Epoch 4 [1580/2007] loss=0.0521, rec=0.0521, kl=1.2658
Epoch 4 [1600/2007] loss=0.0435, rec=0.0435, kl=1.2575
Epoch 4 [1620/2007] loss=0.0360, rec=0.0360, kl=1.3544
Epoch 4 [1640/2007] loss=0.0418, rec=0.0418, kl=1.3642
Epoch 4 [1660/2007] loss=0.0365, rec=0.0365, kl=1.3144
Epoch 4 [1680/2007] loss=0.0321, rec=0.0321, kl=1.4156
Epoch 4 [1700/2007] loss=0.0482, rec=0.0482, kl=1.3892
Epoch 4 [1720/2007] loss=0.0433, rec=0.0433, kl=1.4473
Epoch 4 [1740/2007] loss=0.0471, rec=0.0471, kl=1.3911
Epoch 4 [1760/2007] loss=0.0508, rec=0.0508, kl=1.2607
Epoch 4 [1780/2007] loss=0.0390, rec=0.0390, kl=1.5080
Epoch 4 [1800/2007] loss=0.0536, rec=0.0536, kl=1.2615
Epoch 4 [1820/2007] loss=0.0369, rec=0.0369, kl=1.4284
Epoch 4 [1840/2007] loss=0.0431, rec=0.0431, kl=1.4471
Epoch 4 [1860/2007] loss=0.0397, rec=0.0397, kl=1.5632
Epoch 4 [1880/2007] loss=0.0376, rec=0.0376, kl=1.4541
Epoch 4 [1900/2007] loss=0.0473, rec=0.0473, kl=1.4062
Epoch 4 [1920/2007] loss=0.0562, rec=0.0562, kl=1.4786
Epoch 4 [1940/2007] loss=0.0455, rec=0.0455, kl=1.3820
Epoch 4 [1960/2007] loss=0.0411, rec=0.0411, kl=1.3439
Epoch 4 [1980/2007] loss=0.0484, rec=0.0484, kl=1.3627
Epoch 4 [2000/2007] loss=0.0378, rec=0.0378, kl=1.4665
Epoch 4: train_loss=0.0467, recon=0.0467, kl=1.360824
New best model saved: ./diffusion_consistency_radar/train_results/vae/vae_best.pt
Epoch 5 [0/2007] loss=0.0471, rec=0.0471, kl=1.4056
Epoch 5 [20/2007] loss=0.0526, rec=0.0526, kl=1.3791
Epoch 5 [40/2007] loss=0.0423, rec=0.0423, kl=1.3042
Epoch 5 [60/2007] loss=0.0367, rec=0.0367, kl=1.6340
Epoch 5 [80/2007] loss=0.0432, rec=0.0432, kl=1.2973
Epoch 5 [100/2007] loss=0.0486, rec=0.0486, kl=1.3907
Epoch 5 [120/2007] loss=0.0529, rec=0.0529, kl=1.4591
Epoch 5 [140/2007] loss=0.0425, rec=0.0425, kl=1.5727
Epoch 5 [160/2007] loss=0.0480, rec=0.0480, kl=1.4520
Epoch 5 [180/2007] loss=0.0640, rec=0.0640, kl=1.3505
Epoch 5 [200/2007] loss=0.0468, rec=0.0468, kl=1.4309
Epoch 5 [220/2007] loss=0.0417, rec=0.0417, kl=1.6007
Epoch 5 [240/2007] loss=0.0365, rec=0.0365, kl=1.3970
Epoch 5 [260/2007] loss=0.0374, rec=0.0374, kl=1.3215
Epoch 5 [280/2007] loss=0.0458, rec=0.0458, kl=1.5581
Epoch 5 [300/2007] loss=0.0330, rec=0.0330, kl=1.3868
Epoch 5 [320/2007] loss=0.0437, rec=0.0437, kl=1.4287
Epoch 5 [340/2007] loss=0.0459, rec=0.0459, kl=1.5212
Epoch 5 [360/2007] loss=0.0454, rec=0.0454, kl=1.4019
Epoch 5 [380/2007] loss=0.0356, rec=0.0356, kl=1.3629
Epoch 5 [400/2007] loss=0.0440, rec=0.0440, kl=1.3523
Epoch 5 [420/2007] loss=0.0520, rec=0.0520, kl=1.4362
Epoch 5 [440/2007] loss=0.0435, rec=0.0435, kl=1.2852
Epoch 5 [460/2007] loss=0.0417, rec=0.0417, kl=1.5075
Epoch 5 [480/2007] loss=0.0512, rec=0.0512, kl=1.3425
Epoch 5 [500/2007] loss=0.0430, rec=0.0430, kl=1.4718
Epoch 5 [520/2007] loss=0.0390, rec=0.0390, kl=1.6436
Epoch 5 [540/2007] loss=0.0528, rec=0.0527, kl=1.4014
Epoch 5 [560/2007] loss=0.0607, rec=0.0607, kl=1.4357
Epoch 5 [580/2007] loss=0.0447, rec=0.0447, kl=1.3234
Epoch 5 [600/2007] loss=0.0419, rec=0.0419, kl=1.4916
Epoch 5 [620/2007] loss=0.0359, rec=0.0359, kl=1.5451
Epoch 5 [640/2007] loss=0.0471, rec=0.0471, kl=1.3545
Epoch 5 [660/2007] loss=0.0494, rec=0.0494, kl=1.4068
Epoch 5 [680/2007] loss=0.0516, rec=0.0516, kl=1.3995
Epoch 5 [700/2007] loss=0.0529, rec=0.0529, kl=1.4390
Epoch 5 [720/2007] loss=0.0421, rec=0.0421, kl=1.4062
Epoch 5 [740/2007] loss=0.0499, rec=0.0499, kl=1.5425
Epoch 5 [760/2007] loss=0.0402, rec=0.0402, kl=1.6227
Epoch 5 [780/2007] loss=0.0491, rec=0.0491, kl=1.4737
Epoch 5 [800/2007] loss=0.0399, rec=0.0399, kl=1.4049
Epoch 5 [820/2007] loss=0.0347, rec=0.0347, kl=1.4224
Epoch 5 [840/2007] loss=0.0517, rec=0.0517, kl=1.4557
Epoch 5 [860/2007] loss=0.0369, rec=0.0369, kl=1.6467
Epoch 5 [880/2007] loss=0.0453, rec=0.0453, kl=1.5256
Epoch 5 [900/2007] loss=0.0399, rec=0.0399, kl=1.5233
Epoch 5 [920/2007] loss=0.0475, rec=0.0475, kl=1.4922
Epoch 5 [940/2007] loss=0.0467, rec=0.0467, kl=1.5311
Epoch 5 [960/2007] loss=0.0583, rec=0.0583, kl=1.6030
Epoch 5 [980/2007] loss=0.0363, rec=0.0363, kl=1.5719
Epoch 5 [1000/2007] loss=0.0454, rec=0.0454, kl=1.3385
Epoch 5 [1020/2007] loss=0.0408, rec=0.0408, kl=1.3731
Epoch 5 [1040/2007] loss=0.0476, rec=0.0476, kl=1.6403
Epoch 5 [1060/2007] loss=0.0596, rec=0.0596, kl=1.3785
Epoch 5 [1080/2007] loss=0.0440, rec=0.0440, kl=1.3682
Epoch 5 [1100/2007] loss=0.0321, rec=0.0321, kl=1.5515
Epoch 5 [1120/2007] loss=0.0453, rec=0.0453, kl=1.3794
Epoch 5 [1140/2007] loss=0.0415, rec=0.0415, kl=1.3858
Epoch 5 [1160/2007] loss=0.0366, rec=0.0366, kl=1.6391
Epoch 5 [1180/2007] loss=0.0342, rec=0.0342, kl=1.5478
Epoch 5 [1200/2007] loss=0.0402, rec=0.0402, kl=1.6061
Epoch 5 [1220/2007] loss=0.0520, rec=0.0520, kl=1.3567
Epoch 5 [1240/2007] loss=0.0489, rec=0.0489, kl=1.5568
Epoch 5 [1260/2007] loss=0.0354, rec=0.0354, kl=1.4653
Epoch 5 [1280/2007] loss=0.0396, rec=0.0396, kl=1.5135
Epoch 5 [1300/2007] loss=0.0364, rec=0.0364, kl=1.5701
Epoch 5 [1320/2007] loss=0.0476, rec=0.0476, kl=1.5107
Epoch 5 [1340/2007] loss=0.0528, rec=0.0528, kl=1.4641
Epoch 5 [1360/2007] loss=0.0386, rec=0.0386, kl=1.6302
Epoch 5 [1380/2007] loss=0.0396, rec=0.0396, kl=1.3440
Epoch 5 [1400/2007] loss=0.0465, rec=0.0465, kl=1.3321
Epoch 5 [1420/2007] loss=0.0392, rec=0.0392, kl=1.4965
Epoch 5 [1440/2007] loss=0.0448, rec=0.0448, kl=1.3427
Epoch 5 [1460/2007] loss=0.0362, rec=0.0362, kl=1.6424
Epoch 5 [1480/2007] loss=0.0510, rec=0.0510, kl=1.4581
Epoch 5 [1500/2007] loss=0.0514, rec=0.0514, kl=1.5161
Epoch 5 [1520/2007] loss=0.0370, rec=0.0370, kl=1.3388
Epoch 5 [1540/2007] loss=0.0380, rec=0.0380, kl=1.5912
Epoch 5 [1560/2007] loss=0.0428, rec=0.0428, kl=1.6458
Epoch 5 [1580/2007] loss=0.0445, rec=0.0445, kl=1.3748
Epoch 5 [1600/2007] loss=0.0377, rec=0.0377, kl=1.3896
Epoch 5 [1620/2007] loss=0.0392, rec=0.0392, kl=1.5302
Epoch 5 [1640/2007] loss=0.0381, rec=0.0381, kl=1.5184
Epoch 5 [1660/2007] loss=0.0463, rec=0.0463, kl=1.3775
Epoch 5 [1680/2007] loss=0.0483, rec=0.0483, kl=1.5110
Epoch 5 [1700/2007] loss=0.0491, rec=0.0491, kl=1.4773
Epoch 5 [1720/2007] loss=0.0323, rec=0.0323, kl=1.4056
Epoch 5 [1740/2007] loss=0.0417, rec=0.0417, kl=1.4749
Epoch 5 [1760/2007] loss=0.0383, rec=0.0383, kl=1.5809
Epoch 5 [1780/2007] loss=0.0340, rec=0.0340, kl=1.3316
Epoch 5 [1800/2007] loss=0.0387, rec=0.0387, kl=1.4708
Epoch 5 [1820/2007] loss=0.0525, rec=0.0525, kl=1.5054
Epoch 5 [1840/2007] loss=0.0407, rec=0.0407, kl=1.4614
Epoch 5 [1860/2007] loss=0.0441, rec=0.0441, kl=1.4448
Epoch 5 [1880/2007] loss=0.0476, rec=0.0476, kl=1.5144
Epoch 5 [1900/2007] loss=0.0357, rec=0.0357, kl=1.6172
Epoch 5 [1920/2007] loss=0.0400, rec=0.0400, kl=1.4963
Epoch 5 [1940/2007] loss=0.0423, rec=0.0423, kl=1.5301
Epoch 5 [1960/2007] loss=0.0399, rec=0.0399, kl=1.6123
Epoch 5 [1980/2007] loss=0.0616, rec=0.0616, kl=1.4661
Epoch 5 [2000/2007] loss=0.0373, rec=0.0373, kl=1.4075
Epoch 5: train_loss=0.0434, recon=0.0434, kl=1.449502
New best model saved: ./diffusion_consistency_radar/train_results/vae/vae_best.pt
Epoch 6 [0/2007] loss=0.0354, rec=0.0354, kl=1.3746
Epoch 6 [20/2007] loss=0.0387, rec=0.0387, kl=1.5170
Epoch 6 [40/2007] loss=0.0511, rec=0.0511, kl=1.4851
Epoch 6 [60/2007] loss=0.0456, rec=0.0456, kl=1.3776
Epoch 6 [80/2007] loss=0.0427, rec=0.0427, kl=1.3830
Epoch 6 [100/2007] loss=0.0333, rec=0.0333, kl=1.4219
Epoch 6 [120/2007] loss=0.0527, rec=0.0527, kl=1.4053
Epoch 6 [140/2007] loss=0.0312, rec=0.0312, kl=1.4831
Epoch 6 [160/2007] loss=0.0412, rec=0.0412, kl=1.3424
Epoch 6 [180/2007] loss=0.0479, rec=0.0479, kl=1.4723
Epoch 6 [200/2007] loss=0.0473, rec=0.0473, kl=1.3896
Epoch 6 [220/2007] loss=0.0362, rec=0.0362, kl=1.3870
Epoch 6 [240/2007] loss=0.0363, rec=0.0363, kl=1.3645
Epoch 6 [260/2007] loss=0.0418, rec=0.0418, kl=1.6692
Epoch 6 [280/2007] loss=0.0390, rec=0.0390, kl=1.3745
Epoch 6 [300/2007] loss=0.0472, rec=0.0472, kl=1.6462
Epoch 6 [320/2007] loss=0.0455, rec=0.0455, kl=1.4385
Epoch 6 [340/2007] loss=0.0409, rec=0.0409, kl=1.4926
Epoch 6 [360/2007] loss=0.0333, rec=0.0333, kl=1.4878
Epoch 6 [380/2007] loss=0.0406, rec=0.0406, kl=1.4953
Epoch 6 [400/2007] loss=0.0378, rec=0.0378, kl=1.5872
Epoch 6 [420/2007] loss=0.0425, rec=0.0425, kl=1.6666
Epoch 6 [440/2007] loss=0.0459, rec=0.0459, kl=1.4774
Epoch 6 [460/2007] loss=0.0413, rec=0.0413, kl=1.5168
Epoch 6 [480/2007] loss=0.0436, rec=0.0436, kl=1.4345
Epoch 6 [500/2007] loss=0.0423, rec=0.0423, kl=1.3909
Epoch 6 [520/2007] loss=0.0393, rec=0.0393, kl=1.4687
Epoch 6 [540/2007] loss=0.0280, rec=0.0280, kl=1.4830
Epoch 6 [560/2007] loss=0.0365, rec=0.0365, kl=1.4735
Epoch 6 [580/2007] loss=0.0408, rec=0.0408, kl=1.6586
Epoch 6 [600/2007] loss=0.0408, rec=0.0408, kl=1.5509
Epoch 6 [620/2007] loss=0.0475, rec=0.0475, kl=1.3352
Epoch 6 [640/2007] loss=0.0444, rec=0.0444, kl=1.5522
Epoch 6 [660/2007] loss=0.0319, rec=0.0319, kl=1.5644
Epoch 6 [680/2007] loss=0.0348, rec=0.0348, kl=1.3706
Epoch 6 [700/2007] loss=0.0468, rec=0.0468, kl=1.5577
Epoch 6 [720/2007] loss=0.0353, rec=0.0353, kl=1.5111
Epoch 6 [740/2007] loss=0.0521, rec=0.0521, kl=1.3431
Epoch 6 [760/2007] loss=0.0326, rec=0.0326, kl=1.4609
Epoch 6 [780/2007] loss=0.0308, rec=0.0308, kl=1.6010
Epoch 6 [800/2007] loss=0.0376, rec=0.0376, kl=1.5504
Epoch 6 [820/2007] loss=0.0507, rec=0.0507, kl=1.4051
Epoch 6 [840/2007] loss=0.0537, rec=0.0537, kl=1.4214
Epoch 6 [860/2007] loss=0.0322, rec=0.0322, kl=1.3385
Epoch 6 [880/2007] loss=0.0468, rec=0.0468, kl=1.4659
Epoch 6 [900/2007] loss=0.0458, rec=0.0458, kl=1.5392
Epoch 6 [920/2007] loss=0.0448, rec=0.0448, kl=1.4765
Epoch 6 [940/2007] loss=0.0333, rec=0.0333, kl=1.5013
Epoch 6 [960/2007] loss=0.0395, rec=0.0395, kl=1.3693
Epoch 6 [980/2007] loss=0.0459, rec=0.0459, kl=1.6012
Epoch 6 [1000/2007] loss=0.0317, rec=0.0317, kl=1.6719
Epoch 6 [1020/2007] loss=0.0424, rec=0.0424, kl=1.5248
Epoch 6 [1040/2007] loss=0.0441, rec=0.0441, kl=1.5556
Epoch 6 [1060/2007] loss=0.0326, rec=0.0326, kl=1.6013
Epoch 6 [1080/2007] loss=0.0355, rec=0.0355, kl=1.3673
Epoch 6 [1100/2007] loss=0.0351, rec=0.0351, kl=1.5727
Epoch 6 [1120/2007] loss=0.0344, rec=0.0344, kl=1.5358
Epoch 6 [1140/2007] loss=0.0327, rec=0.0327, kl=1.5968
Epoch 6 [1160/2007] loss=0.0465, rec=0.0465, kl=1.4508
Epoch 6 [1180/2007] loss=0.0313, rec=0.0313, kl=1.4678
Epoch 6 [1200/2007] loss=0.0428, rec=0.0428, kl=1.6367
Epoch 6 [1220/2007] loss=0.0420, rec=0.0420, kl=1.6775
Epoch 6 [1240/2007] loss=0.0296, rec=0.0296, kl=1.4093
Epoch 6 [1260/2007] loss=0.0292, rec=0.0292, kl=1.5314
Epoch 6 [1280/2007] loss=0.0432, rec=0.0432, kl=1.3795
Epoch 6 [1300/2007] loss=0.0488, rec=0.0488, kl=1.5017
Epoch 6 [1320/2007] loss=0.0404, rec=0.0404, kl=1.5877
Epoch 6 [1340/2007] loss=0.0423, rec=0.0423, kl=1.4046
Epoch 6 [1360/2007] loss=0.0337, rec=0.0337, kl=1.6487
Epoch 6 [1380/2007] loss=0.0281, rec=0.0281, kl=1.5643
Epoch 6 [1400/2007] loss=0.0331, rec=0.0331, kl=1.3449
Epoch 6 [1420/2007] loss=0.0438, rec=0.0438, kl=1.5231
Epoch 6 [1440/2007] loss=0.0340, rec=0.0340, kl=1.5246
Epoch 6 [1460/2007] loss=0.0338, rec=0.0338, kl=1.4930
Epoch 6 [1480/2007] loss=0.0400, rec=0.0400, kl=1.4618
Epoch 6 [1500/2007] loss=0.0379, rec=0.0379, kl=1.6308
Epoch 6 [1520/2007] loss=0.0309, rec=0.0309, kl=1.4625
Epoch 6 [1540/2007] loss=0.0510, rec=0.0510, kl=1.5082
Epoch 6 [1560/2007] loss=0.0359, rec=0.0359, kl=1.5450
Epoch 6 [1580/2007] loss=0.0501, rec=0.0501, kl=1.5774
Epoch 6 [1600/2007] loss=0.0341, rec=0.0341, kl=1.4597
Epoch 6 [1620/2007] loss=0.0474, rec=0.0474, kl=1.5729
Epoch 6 [1640/2007] loss=0.0428, rec=0.0428, kl=1.5163
Epoch 6 [1660/2007] loss=0.0456, rec=0.0456, kl=1.5719
Epoch 6 [1680/2007] loss=0.0346, rec=0.0346, kl=1.6498
Epoch 6 [1700/2007] loss=0.0446, rec=0.0446, kl=1.5387
Epoch 6 [1720/2007] loss=0.0274, rec=0.0274, kl=1.4617
Epoch 6 [1740/2007] loss=0.0323, rec=0.0323, kl=1.5260
Epoch 6 [1760/2007] loss=0.0457, rec=0.0457, kl=1.4240
Epoch 6 [1780/2007] loss=0.0416, rec=0.0416, kl=1.4408
Epoch 6 [1800/2007] loss=0.0481, rec=0.0481, kl=1.6435
Epoch 6 [1820/2007] loss=0.0304, rec=0.0304, kl=1.5658
Epoch 6 [1840/2007] loss=0.0481, rec=0.0481, kl=1.5906
Epoch 6 [1860/2007] loss=0.0318, rec=0.0318, kl=1.4922
Epoch 6 [1880/2007] loss=0.0394, rec=0.0394, kl=1.6322
Epoch 6 [1900/2007] loss=0.0444, rec=0.0444, kl=1.5321
Epoch 6 [1920/2007] loss=0.0299, rec=0.0299, kl=1.5558
Epoch 6 [1940/2007] loss=0.0380, rec=0.0380, kl=1.6354
Epoch 6 [1960/2007] loss=0.0386, rec=0.0386, kl=1.6989
Epoch 6 [1980/2007] loss=0.0350, rec=0.0350, kl=1.4220
Epoch 6 [2000/2007] loss=0.0395, rec=0.0395, kl=1.6406
Epoch 6: train_loss=0.0409, recon=0.0409, kl=1.490188
New best model saved: ./diffusion_consistency_radar/train_results/vae/vae_best.pt
Epoch 7 [0/2007] loss=0.0439, rec=0.0439, kl=1.3472
Epoch 7 [20/2007] loss=0.0351, rec=0.0351, kl=1.3561
Epoch 7 [40/2007] loss=0.0343, rec=0.0343, kl=1.5207
Epoch 7 [60/2007] loss=0.0447, rec=0.0447, kl=1.5534
Epoch 7 [80/2007] loss=0.0380, rec=0.0380, kl=1.5930
Epoch 7 [100/2007] loss=0.0356, rec=0.0356, kl=1.3781
Epoch 7 [120/2007] loss=0.0419, rec=0.0419, kl=1.5584
Epoch 7 [140/2007] loss=0.0323, rec=0.0323, kl=1.5770
Epoch 7 [160/2007] loss=0.0428, rec=0.0428, kl=1.6072
Epoch 7 [180/2007] loss=0.0418, rec=0.0418, kl=1.3874
Epoch 7 [200/2007] loss=0.0342, rec=0.0342, kl=1.4405
Epoch 7 [220/2007] loss=0.0433, rec=0.0433, kl=1.3828
Epoch 7 [240/2007] loss=0.0402, rec=0.0402, kl=1.7499
Epoch 7 [260/2007] loss=0.0499, rec=0.0499, kl=1.3636
Epoch 7 [280/2007] loss=0.0323, rec=0.0323, kl=1.5135
Epoch 7 [300/2007] loss=0.0390, rec=0.0390, kl=1.5421
Epoch 7 [320/2007] loss=0.0351, rec=0.0351, kl=1.5796
Epoch 7 [340/2007] loss=0.0378, rec=0.0378, kl=1.6947
Epoch 7 [360/2007] loss=0.0345, rec=0.0345, kl=1.7240
Epoch 7 [380/2007] loss=0.0434, rec=0.0434, kl=1.4207
Epoch 7 [400/2007] loss=0.0350, rec=0.0350, kl=1.4882
Epoch 7 [420/2007] loss=0.0403, rec=0.0403, kl=1.4378
